"R.native","Desc","Bytestring","status","OriginalOrder"
"💄","Lipstick","1F484","fully-qualified",4376
"📿","Prayer_Beads","1F4FF","fully-qualified",4375
"⛑","Rescue_Worker’s_Helmet","26D1","unqualified",4374
"🪖","Military_Helmet","1FA96","fully-qualified",4372
"🧢","Billed_Cap","1F9E2","fully-qualified",4371
"🎓","Graduation_Cap","1F393","fully-qualified",4370
"🎩","Top_Hat","1F3A9","fully-qualified",4369
"👒","Woman’s_Hat","1F452","fully-qualified",4368
"👑","Crown","1F451","fully-qualified",4367
"🪮","Hair_Pick","1FAAE","fully-qualified",4366
"👢","Woman’s_Boot","1F462","fully-qualified",4365
"🩰","Ballet_Shoes","1FA70","fully-qualified",4364
"👡","Woman’s_Sandal","1F461","fully-qualified",4363
"👠","High-Heeled_Shoe","1F460","fully-qualified",4362
"🥿","Flat_Shoe","1F97F","fully-qualified",4361
"🥾","Hiking_Boot","1F97E","fully-qualified",4360
"👟","Running_Shoe","1F45F","fully-qualified",4359
"👞","Man’s_Shoe","1F45E","fully-qualified",4358
"🩴","Thong_Sandal","1FA74","fully-qualified",4357
"🎒","Backpack","1F392","fully-qualified",4356
"🛍","Shopping_Bags","1F6CD","unqualified",4355
"👝","Clutch_Bag","1F45D","fully-qualified",4353
"👜","Handbag","1F45C","fully-qualified",4352
"👛","Purse","1F45B","fully-qualified",4351
"🪭","Folding_Hand_Fan","1FAAD","fully-qualified",4350
"👚","Woman’s_Clothes","1F45A","fully-qualified",4349
"👙","Bikini","1F459","fully-qualified",4348
"🩳","Shorts","1FA73","fully-qualified",4347
"🩲","Briefs","1FA72","fully-qualified",4346
"🩱","One-Piece_Swimsuit","1FA71","fully-qualified",4345
"🥻","Sari","1F97B","fully-qualified",4344
"👘","Kimono","1F458","fully-qualified",4343
"👗","Dress","1F457","fully-qualified",4342
"🧦","Socks","1F9E6","fully-qualified",4341
"🧥","Coat","1F9E5","fully-qualified",4340
"🧤","Gloves","1F9E4","fully-qualified",4339
"🧣","Scarf","1F9E3","fully-qualified",4338
"👖","Jeans","1F456","fully-qualified",4337
"👕","T-Shirt","1F455","fully-qualified",4336
"👔","Necktie","1F454","fully-qualified",4335
"🦺","Safety_Vest","1F9BA","fully-qualified",4334
"🥼","Lab_Coat","1F97C","fully-qualified",4333
"🥽","Goggles","1F97D","fully-qualified",4332
"🕶","Sunglasses","1F576","unqualified",4331
"👓","Glasses","1F453","fully-qualified",4329
"🪢","Knot","1FAA2","fully-qualified",4328
"🧶","Yarn","1F9F6","fully-qualified",4327
"🪡","Sewing_Needle","1FAA1","fully-qualified",4326
"🧵","Thread","1F9F5","fully-qualified",4325
"🎨","Artist_Palette","1F3A8","fully-qualified",4324
"🖼","Framed_Picture","1F5BC","unqualified",4323
"🎭","Performing_Arts","1F3AD","fully-qualified",4321
"🎴","Flower_Playing_Cards","1F3B4","fully-qualified",4320
"🀄","Mahjong_Red_Dragon","1F004","fully-qualified",4319
"🃏","Joker","1F0CF","fully-qualified",4318
"♟","Chess_Pawn","265F","unqualified",4317
"♣","Club_Suit","2663","unqualified",4315
"♦","Diamond_Suit","2666","unqualified",4313
"♥","Heart_Suit","2665","unqualified",4311
"♠","Spade_Suit","2660","unqualified",4309
"🪆","Nesting_Dolls","1FA86","fully-qualified",4307
"🪩","Mirror_Ball","1FAA9","fully-qualified",4306
"🪅","Piñata","1FA85","fully-qualified",4305
"🧸","Teddy_Bear","1F9F8","fully-qualified",4304
"🧩","Puzzle_Piece","1F9E9","fully-qualified",4303
"🎲","Game_Die","1F3B2","fully-qualified",4302
"🎰","Slot_Machine","1F3B0","fully-qualified",4301
"🕹","Joystick","1F579","unqualified",4300
"🎮","Video_Game","1F3AE","fully-qualified",4298
"🪄","Magic_Wand","1FA84","fully-qualified",4297
"🔮","Crystal_Ball","1F52E","fully-qualified",4296
"🎱","Pool_8_Ball","1F3B1","fully-qualified",4295
"🔫","Water_Pistol","1F52B","fully-qualified",4294
"🪁","Kite","1FA81","fully-qualified",4293
"🪀","Yo-Yo","1FA80","fully-qualified",4292
"🎯","Bullseye","1F3AF","fully-qualified",4291
"🥌","Curling_Stone","1F94C","fully-qualified",4290
"🛷","Sled","1F6F7","fully-qualified",4289
"🎿","Skis","1F3BF","fully-qualified",4288
"🎽","Running_Shirt","1F3BD","fully-qualified",4287
"🤿","Diving_Mask","1F93F","fully-qualified",4286
"🎣","Fishing_Pole","1F3A3","fully-qualified",4285
"⛸","Ice_Skate","26F8","unqualified",4284
"⛳","Flag_In_Hole","26F3","fully-qualified",4282
"🥅","Goal_Net","1F945","fully-qualified",4281
"🥋","Martial_Arts_Uniform","1F94B","fully-qualified",4280
"🥊","Boxing_Glove","1F94A","fully-qualified",4279
"🏸","Badminton","1F3F8","fully-qualified",4278
"🏓","Ping_Pong","1F3D3","fully-qualified",4277
"🥍","Lacrosse","1F94D","fully-qualified",4276
"🏒","Ice_Hockey","1F3D2","fully-qualified",4275
"🏑","Field_Hockey","1F3D1","fully-qualified",4274
"🏏","Cricket_Game","1F3CF","fully-qualified",4273
"🎳","Bowling","1F3B3","fully-qualified",4272
"🥏","Flying_Disc","1F94F","fully-qualified",4271
"🎾","Tennis","1F3BE","fully-qualified",4270
"🏉","Rugby_Football","1F3C9","fully-qualified",4269
"🏈","American_Football","1F3C8","fully-qualified",4268
"🏐","Volleyball","1F3D0","fully-qualified",4267
"🏀","Basketball","1F3C0","fully-qualified",4266
"🥎","Softball","1F94E","fully-qualified",4265
"⚾","Baseball","26BE","fully-qualified",4264
"⚽","Soccer_Ball","26BD","fully-qualified",4263
"🥉","3rd_Place_Medal","1F949","fully-qualified",4262
"🥈","2nd_Place_Medal","1F948","fully-qualified",4261
"🥇","1st_Place_Medal","1F947","fully-qualified",4260
"🏅","Sports_Medal","1F3C5","fully-qualified",4259
"🏆","Trophy","1F3C6","fully-qualified",4258
"🎖","Military_Medal","1F396","unqualified",4257
"🎫","Ticket","1F3AB","fully-qualified",4255
"🎟","Admission_Tickets","1F39F","unqualified",4254
"🎗","Reminder_Ribbon","1F397","unqualified",4252
"🎁","Wrapped_Gift","1F381","fully-qualified",4250
"🎀","Ribbon","1F380","fully-qualified",4249
"🧧","Red_Envelope","1F9E7","fully-qualified",4248
"🎑","Moon_Viewing_Ceremony","1F391","fully-qualified",4247
"🎐","Wind_Chime","1F390","fully-qualified",4246
"🎏","Carp_Streamer","1F38F","fully-qualified",4245
"🎎","Japanese_Dolls","1F38E","fully-qualified",4244
"🎍","Pine_Decoration","1F38D","fully-qualified",4243
"🎋","Tanabata_Tree","1F38B","fully-qualified",4242
"🎊","Confetti_Ball","1F38A","fully-qualified",4241
"🎉","Party_Popper","1F389","fully-qualified",4240
"🎈","Balloon","1F388","fully-qualified",4239
"✨","Sparkles","2728","fully-qualified",4238
"🧨","Firecracker","1F9E8","fully-qualified",4237
"🎇","Sparkler","1F387","fully-qualified",4236
"🎆","Fireworks","1F386","fully-qualified",4235
"🎄","Christmas_Tree","1F384","fully-qualified",4234
"🎃","Jack-O-Lantern","1F383","fully-qualified",4233
"🌊","Water_Wave","1F30A","fully-qualified",4232
"💧","Droplet","1F4A7","fully-qualified",4231
"🔥","Fire","1F525","fully-qualified",4230
"☄","Comet","2604","unqualified",4229
"⛄","Snowman_Without_Snow","26C4","fully-qualified",4227
"☃","Snowman","2603","unqualified",4226
"❄","Snowflake","2744","unqualified",4224
"⚡","High_Voltage","26A1","fully-qualified",4222
"⛱","Umbrella_On_Ground","26F1","unqualified",4221
"☔","Umbrella_With_Rain_Drops","2614","fully-qualified",4219
"☂","Umbrella","2602","unqualified",4218
"🌂","Closed_Umbrella","1F302","fully-qualified",4216
"🌈","Rainbow","1F308","fully-qualified",4215
"🌀","Cyclone","1F300","fully-qualified",4214
"🌬","Wind_Face","1F32C","unqualified",4213
"🌫","Fog","1F32B","unqualified",4211
"🌪","Tornado","1F32A","unqualified",4209
"🌩","Cloud_With_Lightning","1F329","unqualified",4207
"🌨","Cloud_With_Snow","1F328","unqualified",4205
"🌧","Cloud_With_Rain","1F327","unqualified",4203
"🌦","Sun_Behind_Rain_Cloud","1F326","unqualified",4201
"🌥","Sun_Behind_Large_Cloud","1F325","unqualified",4199
"🌤","Sun_Behind_Small_Cloud","1F324","unqualified",4197
"⛈","Cloud_With_Lightning_And_Rain","26C8","unqualified",4195
"⛅","Sun_Behind_Cloud","26C5","fully-qualified",4193
"☁","Cloud","2601","unqualified",4192
"🌌","Milky_Way","1F30C","fully-qualified",4190
"🌠","Shooting_Star","1F320","fully-qualified",4189
"🌟","Glowing_Star","1F31F","fully-qualified",4188
"⭐","Star","2B50","fully-qualified",4187
"🪐","Ringed_Planet","1FA90","fully-qualified",4186
"🌞","Sun_With_Face","1F31E","fully-qualified",4185
"🌝","Full_Moon_Face","1F31D","fully-qualified",4184
"☀","Sun","2600","unqualified",4183
"🌡","Thermometer","1F321","unqualified",4181
"🌜","Last_Quarter_Moon_Face","1F31C","fully-qualified",4179
"🌛","First_Quarter_Moon_Face","1F31B","fully-qualified",4178
"🌚","New_Moon_Face","1F31A","fully-qualified",4177
"🌙","Crescent_Moon","1F319","fully-qualified",4176
"🌘","Waning_Crescent_Moon","1F318","fully-qualified",4175
"🌗","Last_Quarter_Moon","1F317","fully-qualified",4174
"🌖","Waning_Gibbous_Moon","1F316","fully-qualified",4173
"🌕","Full_Moon","1F315","fully-qualified",4172
"🌔","Waxing_Gibbous_Moon","1F314","fully-qualified",4171
"🌓","First_Quarter_Moon","1F313","fully-qualified",4170
"🌒","Waxing_Crescent_Moon","1F312","fully-qualified",4169
"🌑","New_Moon","1F311","fully-qualified",4168
"🕦","Eleven-Thirty","1F566","fully-qualified",4167
"🕚","Eleven_O’clock","1F55A","fully-qualified",4166
"🕥","Ten-Thirty","1F565","fully-qualified",4165
"🕙","Ten_O’clock","1F559","fully-qualified",4164
"🕤","Nine-Thirty","1F564","fully-qualified",4163
"🕘","Nine_O’clock","1F558","fully-qualified",4162
"🕣","Eight-Thirty","1F563","fully-qualified",4161
"🕗","Eight_O’clock","1F557","fully-qualified",4160
"🕢","Seven-Thirty","1F562","fully-qualified",4159
"🕖","Seven_O’clock","1F556","fully-qualified",4158
"🕡","Six-Thirty","1F561","fully-qualified",4157
"🕕","Six_O’clock","1F555","fully-qualified",4156
"🕠","Five-Thirty","1F560","fully-qualified",4155
"🕔","Five_O’clock","1F554","fully-qualified",4154
"🕟","Four-Thirty","1F55F","fully-qualified",4153
"🕓","Four_O’clock","1F553","fully-qualified",4152
"🕞","Three-Thirty","1F55E","fully-qualified",4151
"🕒","Three_O’clock","1F552","fully-qualified",4150
"🕝","Two-Thirty","1F55D","fully-qualified",4149
"🕑","Two_O’clock","1F551","fully-qualified",4148
"🕜","One-Thirty","1F55C","fully-qualified",4147
"🕐","One_O’clock","1F550","fully-qualified",4146
"🕧","Twelve-Thirty","1F567","fully-qualified",4145
"🕛","Twelve_O’clock","1F55B","fully-qualified",4144
"🕰","Mantelpiece_Clock","1F570","unqualified",4143
"⏲","Timer_Clock","23F2","unqualified",4141
"⏱","Stopwatch","23F1","unqualified",4139
"⏰","Alarm_Clock","23F0","fully-qualified",4137
"⌚","Watch","231A","fully-qualified",4136
"⏳","Hourglass_Not_Done","23F3","fully-qualified",4135
"⌛","Hourglass_Done","231B","fully-qualified",4134
"🧳","Luggage","1F9F3","fully-qualified",4133
"🛎","Bellhop_Bell","1F6CE","unqualified",4132
"🛸","Flying_Saucer","1F6F8","fully-qualified",4130
"🚀","Rocket","1F680","fully-qualified",4129
"🛰","Satellite","1F6F0","unqualified",4128
"🚡","Aerial_Tramway","1F6A1","fully-qualified",4126
"🚠","Mountain_Cableway","1F6A0","fully-qualified",4125
"🚟","Suspension_Railway","1F69F","fully-qualified",4124
"🚁","Helicopter","1F681","fully-qualified",4123
"💺","Seat","1F4BA","fully-qualified",4122
"🪂","Parachute","1FA82","fully-qualified",4121
"🛬","Airplane_Arrival","1F6EC","fully-qualified",4120
"🛫","Airplane_Departure","1F6EB","fully-qualified",4119
"🛩","Small_Airplane","1F6E9","unqualified",4118
"✈","Airplane","2708","unqualified",4116
"🚢","Ship","1F6A2","fully-qualified",4114
"🛥","Motor_Boat","1F6E5","unqualified",4113
"⛴","Ferry","26F4","unqualified",4111
"🛳","Passenger_Ship","1F6F3","unqualified",4109
"🚤","Speedboat","1F6A4","fully-qualified",4107
"🛶","Canoe","1F6F6","fully-qualified",4106
"⛵","Sailboat","26F5","fully-qualified",4105
"🛟","Ring_Buoy","1F6DF","fully-qualified",4104
"⚓","Anchor","2693","fully-qualified",4103
"🚧","Construction","1F6A7","fully-qualified",4102
"🛑","Stop_Sign","1F6D1","fully-qualified",4101
"🚦","Vertical_Traffic_Light","1F6A6","fully-qualified",4100
"🚥","Horizontal_Traffic_Light","1F6A5","fully-qualified",4099
"🚨","Police_Car_Light","1F6A8","fully-qualified",4098
"🛞","Wheel","1F6DE","fully-qualified",4097
"⛽","Fuel_Pump","26FD","fully-qualified",4096
"🛢","Oil_Drum","1F6E2","unqualified",4095
"🛤","Railway_Track","1F6E4","unqualified",4093
"🛣","Motorway","1F6E3","unqualified",4091
"🚏","Bus_Stop","1F68F","fully-qualified",4089
"🛼","Roller_Skate","1F6FC","fully-qualified",4088
"🛹","Skateboard","1F6F9","fully-qualified",4087
"🛴","Kick_Scooter","1F6F4","fully-qualified",4086
"🚲","Bicycle","1F6B2","fully-qualified",4085
"🛺","Auto_Rickshaw","1F6FA","fully-qualified",4084
"🦼","Motorized_Wheelchair","1F9BC","fully-qualified",4083
"🦽","Manual_Wheelchair","1F9BD","fully-qualified",4082
"🛵","Motor_Scooter","1F6F5","fully-qualified",4081
"🏍","Motorcycle","1F3CD","unqualified",4080
"🏎","Racing_Car","1F3CE","unqualified",4078
"🚜","Tractor","1F69C","fully-qualified",4076
"🚛","Articulated_Lorry","1F69B","fully-qualified",4075
"🚚","Delivery_Truck","1F69A","fully-qualified",4074
"🛻","Pickup_Truck","1F6FB","fully-qualified",4073
"🚙","Sport_Utility_Vehicle","1F699","fully-qualified",4072
"🚘","Oncoming_Automobile","1F698","fully-qualified",4071
"🚗","Automobile","1F697","fully-qualified",4070
"🚖","Oncoming_Taxi","1F696","fully-qualified",4069
"🚕","Taxi","1F695","fully-qualified",4068
"🚔","Oncoming_Police_Car","1F694","fully-qualified",4067
"🚓","Police_Car","1F693","fully-qualified",4066
"🚒","Fire_Engine","1F692","fully-qualified",4065
"🚑","Ambulance","1F691","fully-qualified",4064
"🚐","Minibus","1F690","fully-qualified",4063
"🚎","Trolleybus","1F68E","fully-qualified",4062
"🚍","Oncoming_Bus","1F68D","fully-qualified",4061
"🚌","Bus","1F68C","fully-qualified",4060
"🚋","Tram_Car","1F68B","fully-qualified",4059
"🚞","Mountain_Railway","1F69E","fully-qualified",4058
"🚝","Monorail","1F69D","fully-qualified",4057
"🚊","Tram","1F68A","fully-qualified",4056
"🚉","Station","1F689","fully-qualified",4055
"🚈","Light_Rail","1F688","fully-qualified",4054
"🚇","Metro","1F687","fully-qualified",4053
"🚆","Train","1F686","fully-qualified",4052
"🚅","Bullet_Train","1F685","fully-qualified",4051
"🚄","High-Speed_Train","1F684","fully-qualified",4050
"🚃","Railway_Car","1F683","fully-qualified",4049
"🚂","Locomotive","1F682","fully-qualified",4048
"🎪","Circus_Tent","1F3AA","fully-qualified",4047
"💈","Barber_Pole","1F488","fully-qualified",4046
"🎢","Roller_Coaster","1F3A2","fully-qualified",4045
"🎡","Ferris_Wheel","1F3A1","fully-qualified",4044
"🛝","Playground_Slide","1F6DD","fully-qualified",4043
"🎠","Carousel_Horse","1F3A0","fully-qualified",4042
"♨","Hot_Springs","2668","unqualified",4041
"🌉","Bridge_At_Night","1F309","fully-qualified",4039
"🌇","Sunset","1F307","fully-qualified",4038
"🌆","Cityscape_At_Dusk","1F306","fully-qualified",4037
"🌅","Sunrise","1F305","fully-qualified",4036
"🌄","Sunrise_Over_Mountains","1F304","fully-qualified",4035
"🏙","Cityscape","1F3D9","unqualified",4034
"🌃","Night_With_Stars","1F303","fully-qualified",4032
"🌁","Foggy","1F301","fully-qualified",4031
"⛺","Tent","26FA","fully-qualified",4030
"⛲","Fountain","26F2","fully-qualified",4029
"🕋","Kaaba","1F54B","fully-qualified",4028
"⛩","Shinto_Shrine","26E9","unqualified",4027
"🕍","Synagogue","1F54D","fully-qualified",4025
"🛕","Hindu_Temple","1F6D5","fully-qualified",4024
"🕌","Mosque","1F54C","fully-qualified",4023
"⛪","Church","26EA","fully-qualified",4022
"🗽","Statue_Of_Liberty","1F5FD","fully-qualified",4021
"🗼","Tokyo_Tower","1F5FC","fully-qualified",4020
"💒","Wedding","1F492","fully-qualified",4019
"🏰","Castle","1F3F0","fully-qualified",4018
"🏯","Japanese_Castle","1F3EF","fully-qualified",4017
"🏭","Factory","1F3ED","fully-qualified",4016
"🏬","Department_Store","1F3EC","fully-qualified",4015
"🏫","School","1F3EB","fully-qualified",4014
"🏪","Convenience_Store","1F3EA","fully-qualified",4013
"🏩","Love_Hotel","1F3E9","fully-qualified",4012
"🏨","Hotel","1F3E8","fully-qualified",4011
"🏦","Bank","1F3E6","fully-qualified",4010
"🏥","Hospital","1F3E5","fully-qualified",4009
"🏤","Post_Office","1F3E4","fully-qualified",4008
"🏣","Japanese_Post_Office","1F3E3","fully-qualified",4007
"🏢","Office_Building","1F3E2","fully-qualified",4006
"🏡","House_With_Garden","1F3E1","fully-qualified",4005
"🏠","House","1F3E0","fully-qualified",4004
"🏚","Derelict_House","1F3DA","unqualified",4003
"🏘","Houses","1F3D8","unqualified",4001
"🛖","Hut","1F6D6","fully-qualified",3999
"🪵","Wood","1FAB5","fully-qualified",3998
"🪨","Rock","1FAA8","fully-qualified",3997
"🧱","Brick","1F9F1","fully-qualified",3996
"🏗","Building_Construction","1F3D7","unqualified",3995
"🏛","Classical_Building","1F3DB","unqualified",3993
"🏟","Stadium","1F3DF","unqualified",3991
"🏞","National_Park","1F3DE","unqualified",3989
"🏝","Desert_Island","1F3DD","unqualified",3987
"🏜","Desert","1F3DC","unqualified",3985
"🏖","Beach_With_Umbrella","1F3D6","unqualified",3983
"🏕","Camping","1F3D5","unqualified",3981
"🗻","Mount_Fuji","1F5FB","fully-qualified",3979
"🌋","Volcano","1F30B","fully-qualified",3978
"🛘","Landslide","1F6D8","fully-qualified",3977
"⛰","Mountain","26F0","unqualified",3976
"🏔","Snow-Capped_Mountain","1F3D4","unqualified",3974
"🧭","Compass","1F9ED","fully-qualified",3972
"🗾","Map_Of_Japan","1F5FE","fully-qualified",3971
"🗺","World_Map","1F5FA","unqualified",3970
"🌐","Globe_With_Meridians","1F310","fully-qualified",3968
"🌏","Globe_Showing_Asia-Australia","1F30F","fully-qualified",3967
"🌎","Globe_Showing_Americas","1F30E","fully-qualified",3966
"🌍","Globe_Showing_Europe-Africa","1F30D","fully-qualified",3965
"🏺","Amphora","1F3FA","fully-qualified",3964
"🫙","Jar","1FAD9","fully-qualified",3963
"🔪","Kitchen_Knife","1F52A","fully-qualified",3962
"🥄","Spoon","1F944","fully-qualified",3961
"🍴","Fork_And_Knife","1F374","fully-qualified",3960
"🍽","Fork_And_Knife_With_Plate","1F37D","unqualified",3959
"🥢","Chopsticks","1F962","fully-qualified",3957
"🧊","Ice","1F9CA","fully-qualified",3956
"🧉","Mate","1F9C9","fully-qualified",3955
"🧃","Beverage_Box","1F9C3","fully-qualified",3954
"🧋","Bubble_Tea","1F9CB","fully-qualified",3953
"🥤","Cup_With_Straw","1F964","fully-qualified",3952
"🫗","Pouring_Liquid","1FAD7","fully-qualified",3951
"🥃","Tumbler_Glass","1F943","fully-qualified",3950
"🥂","Clinking_Glasses","1F942","fully-qualified",3949
"🍻","Clinking_Beer_Mugs","1F37B","fully-qualified",3948
"🍺","Beer_Mug","1F37A","fully-qualified",3947
